Row last updated,Category,Data,Province,City,Fields,Link,Access Type,Data is machine readable,API,Available downloads,Update frequency,Data timeline,Data is freely available online,Data is machine readable,Context is provided,Available in bulk,Up-to-date,Incident-level data,LinkNum
8/22/2018,班线客运,客运站信息（限定）,河南省,河南省,省辖市、类别、站名、站级、经度、纬度、海拔,河南省-班线客运-客运站信息：https://transportdata.cn/traffictravel/open/detail?id=221&dataClass=static,需申请获取,No,No,XLSX,一个月,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,班线客运,客运票价信息,河南省,河南省,班次、座位类型、车票类型、始发站、到达站、终点站、票价,河南省-班线客运-票价信息：https://transportdata.cn/traffictravel/open/detail?id=224&dataClass=static,可直接获取,Yes,No,XLSX,一个月,2016/11/16,Yes,Yes,Yes,No,Yes,No,1
8/22/2018,普通公路,普通公路路线信息,河南省,河南省,管理单位名称、城市名、县名称、乡镇名称、路线编码、路段序列号、行政等级、路线名称、路线简称、起点名称、终点名称、起点桩号、终点桩号、起点经纬度、终点经纬度、起点分界点、最近改建时间、是否城管路、是否收费路、是否断头路、是否重复路线、重复路线编号、养护里程、可绿化里程、已绿化里程、所属地形、涵洞数量、涵洞延米,河南省-普通公路-国道路线信息：https://transportdata.cn/traffictravel/open/detail?id=262&dataClass=static 河南省-普通公路-省道路线信息：https://transportdata.cn/traffictravel/open/detail?id=216&dataClass=static 河南省-普通公路-县道路线信息：https://transportdata.cn/traffictravel/open/detail?id=219&dataClass=static 河南省-普通公路-乡道路线信息：https://transportdata.cn/traffictravel/open/detail?id=220&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/17,Yes,No,No,No,Yes,No,4
8/22/2018,出租汽车,出租汽车车辆定位数据（样例）,河南省,郑州市,车辆ID，定位时间，经度，纬度，速度，方向（顺时针正北方向夹角），车辆状态（空车0/重车1）,河南省-郑州市-出租车实时位置样例数据：https://transportdata.cn/traffictravel/open/detail?id=205&dataClass=static,可直接获取,No,No,XLSX,一年,2016/12/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,地面公交,公交线路信息,重庆市,重庆市,线路号、线路编码、线路名称、起终点站、方向,重庆市-地面公交-公交线路信息：https://transportdata.cn/traffictravel/open/detail?id=229&dataClass=static,可直接获取,No,No,XLSX,半年,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,地面公交,公交站信息,重庆市,重庆市,线路编码、线路名称、站点编号、站点名、站点序号、方向、经纬度、站点类型、站点描述,重庆市-地面公交-站点信息：https://transportdata.cn/traffictravel/open/detail?id=230&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/17,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交站信息,重庆市,重庆市,线路编码、线路名称、站点编号、站点名、站点序号、方向、经纬度、站点类型、站点描述,重庆市-地面公交-站点信息：https://transportdata.cn/traffictravel/open/detail?id=230&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/17,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交车辆定位数据（样例）,重庆市,重庆市,车辆id、经度、纬度、速度、方向、定位时间,重庆市交通委-实时公交数据：https://transportdata.cn/traffictravel/open/detail?id=184&dataClass=static,需申请获取,No,No,XLSX,实时,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,出租汽车,出租汽车车辆定位数据（样例）,重庆市,重庆市,车辆id，定时时间，经度，纬度，速度，方向,重庆市交通委-出租车实时数据样例：https://transportdata.cn/traffictravel/open/detail?id=201&dataClass=static,可直接获取,No,No,XLSX,实时,2017/1/10,Yes,No,Yes,No,Yes,No,1
8/22/2018,地面公交,公交站信息,海南省,三亚市,站点编号、站点名称、所属区域、电子站牌、候车亭、港湾式站点、站台长度、经度、纬度、途径线路信息,海南省三亚市-地面公交-公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=178&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交站信息（限定）,海南省,三亚市,站点编号、站点名称、所属区域、电子站牌、候车亭、港湾式站点、站台长度、经度、纬度、途径线路信息,海南省三亚市-地面公交-公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=178&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,Yes,No,Yes,No,1
8/22/2018,地面公交,公交车辆信息,海南省,三亚市,线路名称、车牌号、车辆编号、车载机编号、燃料类型、车辆型号、车辆类型、车辆状态、车辆长度、标台系数、核定载客数、站立数、座位数、百公里油耗、购买时间、使用时间,海南省三亚市-地面公交-车辆信息：https://transportdata.cn/traffictravel/open/detail?id=177&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,Yes,No,Yes,No,1
8/22/2018,出租汽车,出租汽车基础数据,海南省,三亚市,GPS设备号、车牌号码、SIM卡号、厂商名称、安装时间、显示标签、所属企业,海南省三亚市-出租汽车-出租汽车基础数据：https://transportdata.cn/traffictravel/open/detail?id=176&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,Yes,No,Yes,No,
8/22/2018,出租汽车,出租汽车车辆定位数据（样例）,海南省,三亚市,车辆id，经度，纬度，速度，方向，定位时间,海南省-三亚市-出租车实时数据样例：https://transportdata.cn/traffictravel/open/detail?id=188&dataClass=static,可直接获取,No,No,XLSX,实时,2017/1/10,Yes,No,Yes,No,Yes,No,
8/22/2018,普通公路,普通公路收费站信息,四川省,四川省,路线名称、路线编号、桩号、收费站名称、经度、纬度,四川省-普通公路-公路附属设施:https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,No,No,Yes,No,
8/22/2018,普通公路,普通公路收费站信息（限定）,四川省,四川省,路线名称、路线编号、桩号、收费站名称、经度、纬度,四川省-普通公路-公路附属设施:https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,Yes,No,Yes,No,
8/22/2018,普通公路,普通公路出入口信息,四川省,四川省,路线名称、路线编号、桩号、出入口名称、经度、纬度,四川省-普通公路-公路附属设施:https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/15,Yes,No,No,No,Yes,No,
8/22/2018,班线客运,客运站信息,四川省,四川省,省代码、城市代码、城市名、站代码、站名、站场等级、经度、纬度,四川省-班线客运-客运线路信息：https://transportdata.cn/traffictravel/open/detail?id=164&dataClass=static 公路附属设施：https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,可直接获取,No,No,XLSX,一年,2016/11/15,Yes,No,Yes,No,Yes,No,2
8/22/2018,班线客运,客运站信息（限定）,四川省,四川省,省代码、城市代码、城市名、站代码、站名、站场等级、经度、纬度,四川省-班线客运-客运线路信息：https://transportdata.cn/traffictravel/open/detail?id=164&dataClass=static 公路附属设施：https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/15,Yes,No,No,No,Yes,No,2
8/22/2018,普通公路,普通公路路线信息,四川省,四川省,路线编码、路线名称、起点桩号、起点名称、终点桩号、终点名称、建成时间、管养单位名称、,四川省-普通公路-路线信息：https://transportdata.cn/traffictravel/open/detail?id=158&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/18,Yes,No,No,No,Yes,No,1
8/22/2018,普通公路,普通公路道路阻断信息,四川省,四川省,公路名称、路段名称、方向、起点桩号、止点桩号、类型、发生时间、预计时间、原因,四川省-普通公路-国省干线路线信息：https://transportdata.cn/traffictravel/open/detail?id=153&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/17,Yes,No,Yes,No,Yes,No,1
8/22/2018,普通公路,普通公路交调站信息,四川省,四川省,名称、桩号、流量、时间、经度、纬度,四川省-普通公路-交调站信息:https://transportdata.cn/traffictravel/open/detail?id=172&dataClass=static 四川省-普通公路-公路附属设施:https://transportdata.cn/traffictravel/open/detail?id=149&dataClass=static,需申请获取,No,No,XLSX,实时,2016/11/16,Yes,No,Yes,No,Yes,No,2
8/22/2018,高速公路,高速公路路线信息,辽宁省,辽宁省,道路名称、道路类型、起讫点名称、起讫点桩号、道路里程、地貌、路面属性,辽宁省-高速公路-路线信息-高速路线信息表：https://transportdata.cn/traffictravel/open/detail?id=226&dataClass=static,需申请获取,Yes,No,XLSX,一年,2016/11/16,Yes,Yes,No,No,Yes,No,
8/22/2018,高速公路,高速公路服务区信息,辽宁省,辽宁省,路段编号、名称、桩号、位置、服务区名称、经营地点、服务内容、管理部门、经纬度、超市、餐厅、修理、加油、小车、打车、特车,辽宁省-高速公路-服务区和出入口信息-高速服务区信息表：https://transportdata.cn/traffictravel/open/detail?id=225&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路服务区信息（限定）,辽宁省,辽宁省,路段编号、名称、桩号、位置、服务区名称、经营地点、服务内容、管理部门、经纬度、超市、餐厅、修理、加油、小车、打车、特车,辽宁省-高速公路-服务区和出入口信息-高速服务区信息表：https://transportdata.cn/traffictravel/open/detail?id=225&dataClass=static,需申请获取,Yes,No,XLSX,一年,2016/11/16,Yes,Yes,Yes,No,Yes,No,1
8/22/2018,高速公路,高速公路出入口信息,辽宁省,辽宁省,编号、收费站名称、桩号、位置编号、位置、类型编号、类型、行政区编号、行政区名称、景点、连接线编号、连接线名称、连接线桩号、连接线其他信息、经纬度,辽宁省-高速公路-收费站信息-高速收费站信息表：https://transportdata.cn/traffictravel/open/detail?id=227&dataClass=static,需申请获取,Yes,No,XLSX,一年,2016/11/16,Yes,Yes,No,No,Yes,No,1
8/22/2018,高速公路,高速公路收费站信息,辽宁省,辽宁省,编号、收费站名称、桩号、位置编号、位置、类型编号、类型、行政区编号、行政区名称、景点、连接线编号、连接线名称、连接线桩号、连接线其他信息、经纬度,辽宁省-高速公路-收费站信息-高速收费站信息表：https://transportdata.cn/traffictravel/open/detail?id=227&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,普通公路,普通公路路线信息,辽宁省,辽宁省,道路名称、道路类型、起讫点名称、起讫点桩号、道路里程、地貌、路面属性,辽宁省-普通公路-路线信息-高速路线信息表：https://transportdata.cn/traffictravel/open/detail?id=228&dataClass=static,需申请获取,Yes,No,XLSX,一年,2016/11/16,Yes,Yes,No,No,Yes,No,1
8/22/2018,高速公路,高速公路路线信息,河北省,河北省,路线编号、行政区划、路线名称、起止点名称、起止点桩号、里程、路段基本属性、修建改建、养护管理信息、地貌、涵洞数量、省际出入口,河北省-高速公路-路线信息-高速公路路线基本情况明细表：https://transportdata.cn/traffictravel/open/detail?id=150&dataClass=static,需申请获取,Yes,No,XLSX,半年,2016/11/17,Yes,Yes,No,No,Yes,No,1
8/22/2018,高速公路,高速公路服务区信息,河北省,河北省,路线编号、路线名称、类型、桩号、位置、服务区名称、管理单位名称、服务内容,河北省高速公路服务区和出入口信息：https://transportdata.cn/traffictravel/open/detail?id=147&dataClass=static 河北省-高速公路-服务区和出入口信息明细：https://transportdata.cn/traffictravel/open/detail?id=148&dataClass=static 河北省-高速公路-服务区出入口信息：https://transportdata.cn/traffictravel/open/detail?id=233&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,No,No,Yes,No,3
8/22/2018,高速公路,高速公路出入口信息,河北省,河北省,出入口编号、出入口名称、连接线编号、连接线名称、连接线桩号、景点,河北省高速公路服务区和出入口信息：https://transportdata.cn/traffictravel/open/detail?id=147&dataClass=static 河北省-高速公路-服务区和出入口信息明细：https://transportdata.cn/traffictravel/open/detail?id=148&dataClass=static 河北省-高速公路-服务区出入口信息：https://transportdata.cn/traffictravel/open/detail?id=233&dataClass=static,需申请获取,Yes,No,XLSX,半年,2016/11/16,Yes,Yes,No,No,Yes,No,3
8/22/2018,普通公路,普通公路路线信息,河北省,河北省,路线编号、行政区划、路线名称、起止点名称、起止点桩号、里程、技术等级、是否依附高速、车道数量、面层类型、路基宽度、路面宽度、面层厚度、设计时速、修建年度,河北省-普通公路-路线信息：https://transportdata.cn/traffictravel/open/detail?id=255&dataClass=static,需申请获取,Yes,No,XLSX,半年,2016/11/17,Yes,Yes,No,No,Yes,No,1
8/22/2018,普通公路,普通公路收费站信息,河北省,河北省,路线编号、编码、名称、简称、桩号、技术等级、收费性质、类型、位置类型、方向、入口车道数、入口ETC车道数、出口车道数、出口ETC车道数、经度、纬度,河北省-普通公路-收费站信息：https://transportdata.cn/traffictravel/open/detail?id=238&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/17,Yes,No,No,No,Yes,No,1
8/22/2018,普通公路,普通公路收费站信息（限定）,河北省,河北省,路线编号、编码、名称、简称、桩号、技术等级、收费性质、类型、位置类型、方向、入口车道数、入口ETC车道数、出口车道数、出口ETC车道数、经度、纬度,河北省-普通公路-收费站信息：https://transportdata.cn/traffictravel/open/detail?id=238&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/17,Yes,No,Yes,No,Yes,No,1
8/22/2018,高速公路,高速公路路线信息,贵州省,贵州省,路线名称、路线简称、起点名称、终点名称、起点桩号、里程,贵州省-高速公路-路线信息-高速路线统计信息：https://transportdata.cn/traffictravel/open/detail?id=260&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/17,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交线路信息,北京市,北京市,公交线路名称、上下行标志、首末车时间、是否支持月票、所属公司,北京市-地面公交-公交线路信息：https://transportdata.cn/traffictravel/open/detail?id=213&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交站信息,北京市,北京市,公交线路名称、站点名称、站点编号、上下行标志,北京市-地面公交-公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=214&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,轨道交通,轨道交通线路信息,北京市,北京市,线路名称、上下行标志、线路所包含站点名称、首末车时间、所属公司,北京市-轨道交通-线路信息：https://transportdata.cn/traffictravel/open/detail?id=215&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,班线客运,客运线路信息,北京市,北京市,线路名称、车辆数量、运营企业、始发站、终点站、途径站点名称,北京市-班线客运-客运线路信息：https://transportdata.cn/traffictravel/open/detail?id=210&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,班线客运,客运票价信息,北京市,北京市,线路名称、座位类型、车票类型、始发站、终到站、票价,北京市-班线客运-票价信息：https://transportdata.cn/traffictravel/open/detail?id=211&dataClass=static,需申请获取,Yes,No,XLSX,一年,2016/11/16,Yes,Yes,No,No,Yes,No,1
8/22/2018,班线客运,客运售票点信息,北京市,北京市,代售票点名称、订票电话,北京市-班线客运-售票点信息：https://transportdata.cn/traffictravel/open/detail?id=212&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路路线信息,北京市,北京市,路线名称、路线简称、起点名称、终点名称,北京市-高速公路-路线信息：https://transportdata.cn/traffictravel/open/detail?id=200&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路服务区信息,北京市,北京市,路线名称、服务区名称,北京市-高速公路-服务区和出入口信息-服务区信息：https://transportdata.cn/traffictravel/open/detail?id=198&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,普通公路,普通公路路线信息,北京市,北京市,路线名称、路线简称、起终点名称、路线里程,北京市-普通公路-路线信息：https://transportdata.cn/traffictravel/open/detail?id=217&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,枢纽,枢纽信息,北京市,北京市,名称,北京市-枢纽-枢纽信息：https://transportdata.cn/traffictravel/open/detail?id=218&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交线路信息,天津市,天津市,线路名称、所属公司、起点和终点的首末车时间,天津市-地面公交-公交线路信息（部分）：https://transportdata.cn/traffictravel/open/detail?id=208&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交站信息,天津市,天津市,线路名称、站点序号、站点名称、上下行、经度、纬度,天津市-地面公交-公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=209&dataClass=static,需申请获取,No,No,XLSX,一个月,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,地面公交,公交站信息（限定）,天津市,天津市,线路名称、站点序号、站点名称、上下行、经度、纬度,天津市-地面公交-公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=209&dataClass=static,需申请获取,No,No,XLSX,一个月,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,出租汽车,出租汽车基础数据,天津市,天津市,运营证号、车牌号码、厂牌型号、车身颜色、车辆类型、燃油类型、租价、单位名称,天津市-出租汽车-出租汽车基础信息（部分）：https://transportdata.cn/traffictravel/open/detail?id=206&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,班线客运,客运线路信息,天津市,天津市,业户名称、线路名称、班线类型、班车类别、运营区域、营运公里、始发地、始发站、到达地、终点站,天津市-班线客运-客运线路信息（部分）：https://transportdata.cn/traffictravel/open/detail?id=197&dataClass=static,需申请获取,No,No,XLSX,一个月,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路路线信息,天津市,天津市,路线名称、路线编码、起止点、四车道、六车道、八车道及以上、合计里程,天津市-高速公路-路线信息-高速公路明细表：https://transportdata.cn/traffictravel/open/detail?id=199&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,普通公路,普通公路路线信息,天津市,天津市,路线编号、路线名称、起止桩号、里程,天津市-普通公路-路线信息-国道现状登记表：https://transportdata.cn/traffictravel/open/detail?id=202&dataClass=static 天津市-普通公路-路线信息-省道现状登记表：https://transportdata.cn/traffictravel/open/detail?id=203&dataClass=static 天津市-普通公路-路线信息-县道现状登记表：https://transportdata.cn/traffictravel/open/detail?id=204&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,3